index,ip_source,ip_destination,is_anomaly,source_pod_label,source_namespace_label,source_port_label,destination_pod_label,destination_namespace_label,destination_port_label,ack_flag,psh_flag,timestamp,anomaly_class
3500741,10.42.2.115,10.42.1.77,True,port-scanner-28718780-tlqcx,orange,34217.0,color-app-green-9-554764bc47-dnz2n,green,2657.0,False,False,2024-08-08T14:22:57.953893393Z,2
4724988,10.42.2.24,10.42.4.80,False,otel-backend-f5f46cbb5-xtjgm,otel-backend,8000.0,otelcol-daemonset-nzf6l,kube-system,47972.0,True,False,2024-08-08T14:36:06.887834707Z,0
2406585,10.42.4.152,10.42.4.150,True,ddos-simulator-yellow-28718772-ntwbv,yellow,41914.0,color-app-yellow-8-77cb5686d4-shvsd,yellow,80.0,False,False,2024-08-08T14:12:12.642522282Z,1
1707972,10.42.2.189,10.42.3.38,False,coredns-6799fbcd5-8cvtr,kube-system,,color-app-black-5-9d64984c-2p7wr,black,,False,False,2024-08-08T14:09:36.586791692Z,0
2940083,10.42.2.214,10.42.1.48,False,color-app-cyan-2-59498546f9-fx6hq,cyan,35014.0,color-app-cyan-1-5d47d9d847-ts7bq,cyan,3000.0,True,False,2024-08-08T14:11:01.422252751Z,0
2485359,10.42.4.150,10.42.4.152,False,color-app-yellow-8-77cb5686d4-shvsd,yellow,80.0,ddos-simulator-yellow-28718772-ntwbv,yellow,38870.0,True,False,2024-08-08T14:12:15.977217584Z,0
2823644,10.42.2.143,10.42.3.235,False,color-app-pink-3-868f445448-4ddll,pink,55108.0,color-app-pink-1-786f5548f5-5bxzv,pink,3000.0,True,False,2024-08-08T14:17:02.206912036Z,0
3389207,10.42.0.41,10.42.4.10,False,color-app-gray-1-8bf55f97f-jdhgl,gray,80.0,color-app-gray-3-85845f7568-hcxrb,gray,45558.0,True,False,2024-08-08T14:27:32.025510582Z,0
3166200,10.42.2.189,10.42.2.221,False,coredns-6799fbcd5-8cvtr,kube-system,,color-app-violet-4-6477c6bcbb-fwkg8,violet,,False,False,2024-08-08T14:20:50.390510019Z,0
1500380,10.42.1.61,10.42.3.251,False,color-app-yellow-6-97b9c49cc-7ct2r,yellow,80.0,ddos-simulator-yellow-28718762-8lwmw,yellow,35520.0,True,False,2024-08-08T14:02:22.249644087Z,0
775748,10.42.3.251,10.42.1.61,True,ddos-simulator-yellow-28718762-8lwmw,yellow,57556.0,color-app-yellow-6-97b9c49cc-7ct2r,yellow,80.0,False,False,2024-08-08T14:02:12.437375023Z,1
4298260,10.42.2.189,10.42.3.100,False,coredns-6799fbcd5-8cvtr,kube-system,,color-app-blue-9-d967cd767-qh94w,blue,,False,False,2024-08-08T14:23:39.630985589Z,0
3366941,10.42.2.115,10.42.1.77,True,port-scanner-28718780-tlqcx,orange,34217.0,color-app-green-9-554764bc47-dnz2n,green,7785.0,False,False,2024-08-08T14:22:56.720630508Z,2
4056897,10.42.4.238,10.42.0.143,True,ddos-simulator-yellow-28718795-lzbvb,yellow,56182.0,color-app-yellow-10-5c5cf86df4-jhxvt,yellow,80.0,False,False,2024-08-08T14:35:14.726563337Z,1
2438859,10.42.4.152,10.42.4.150,True,ddos-simulator-yellow-28718772-ntwbv,yellow,39530.0,color-app-yellow-8-77cb5686d4-shvsd,yellow,80.0,False,False,2024-08-08T14:12:07.595733128Z,1
1436869,10.42.2.84,10.42.0.143,False,color-app-yellow-5-7c766b68bc-b26b5,yellow,3000.0,color-app-yellow-10-5c5cf86df4-jhxvt,yellow,59150.0,True,True,2024-08-08T14:08:30.646941159Z,0
4913757,10.42.2.189,10.42.3.161,False,coredns-6799fbcd5-8cvtr,kube-system,,color-app-gray-14-7ddd897b9d-c95s7,gray,,False,False,2024-08-08T14:41:08.802691036Z,0
4580901,10.42.3.161,10.42.0.41,False,color-app-gray-14-7ddd897b9d-c95s7,gray,39700.0,color-app-gray-1-8bf55f97f-jdhgl,gray,3000.0,True,True,2024-08-08T14:36:38.726524931Z,0
3826237,10.42.2.241,10.42.1.112,True,ddos-simulator-red-28718772-vmgd5,red,35646.0,color-app-red-3-7c994d6b66-mlr9q,red,80.0,False,False,2024-08-08T14:12:29.255001824Z,1
4090108,10.42.2.115,10.42.1.93,True,port-scanner-28718780-tlqcx,orange,50829.0,color-app-white-18-65b4d8468-mcpqt,white,40633.0,False,False,2024-08-08T14:23:35.111319073Z,2
1111170,10.42.2.36,10.42.2.189,False,color-app-brown-13-cf9d9776c-5cx5v,brown,,coredns-6799fbcd5-8cvtr,kube-system,,False,False,2024-08-08T14:07:25.534195372Z,0
4100973,10.42.2.115,10.42.1.93,True,port-scanner-28718780-tlqcx,orange,36426.0,color-app-white-18-65b4d8468-mcpqt,white,8595.0,False,False,2024-08-08T14:23:33.145317444Z,2
3313716,10.42.2.115,10.42.1.61,True,port-scanner-28718780-tlqcx,orange,46465.0,color-app-yellow-6-97b9c49cc-7ct2r,yellow,14922.0,False,False,2024-08-08T14:22:21.663939805Z,2
4195061,10.42.2.115,10.42.1.93,True,port-scanner-28718780-tlqcx,orange,50829.0,color-app-white-18-65b4d8468-mcpqt,white,16743.0,False,False,2024-08-08T14:23:34.271942901Z,2
1146123,10.42.1.251,10.42.2.189,False,color-app-brown-10-7cbcfcf9d4-n24bb,brown,,coredns-6799fbcd5-8cvtr,kube-system,,False,False,2024-08-08T14:07:53.788498387Z,0
771000,10.42.4.175,10.42.0.225,True,ddos-simulator-blue-28718762-zlgx7,blue,39604.0,color-app-blue-7-68c8f7596-bc7l2,blue,80.0,False,False,2024-08-08T14:02:21.579992388Z,1
939388,10.42.3.55,10.42.4.58,False,color-app-pink-7-6dd49bf4b8-cv8rm,pink,80.0,ddos-simulator-pink-28718762-fcxgl,pink,46070.0,True,False,2024-08-08T14:02:21.587662103Z,0
3244783,10.42.2.115,10.42.1.12,True,port-scanner-28718780-tlqcx,orange,45434.0,,,3389.0,False,False,2024-08-08T14:20:25.648083454Z,2
4133674,10.42.1.112,10.42.3.201,False,color-app-red-3-7c994d6b66-mlr9q,red,3000.0,color-app-red-4-84d789dcb4-kxzwd,red,43148.0,True,False,2024-08-08T14:12:32.766724680Z,0
4530193,10.42.4.63,10.42.0.148,False,color-app-red-2-6fb9d7579-s6ncd,red,80.0,ddos-simulator-red-28718795-v6gk8,red,38828.0,True,False,2024-08-08T14:35:27.114560068Z,0
684327,10.42.3.251,10.42.1.61,True,ddos-simulator-yellow-28718762-8lwmw,yellow,34634.0,color-app-yellow-6-97b9c49cc-7ct2r,yellow,80.0,False,False,2024-08-08T14:02:15.509866570Z,1
2546455,10.42.4.179,10.42.1.56,False,color-app-green-5-b797b956c-qll7q,green,80.0,color-app-green-13-57668f5bb9-znj2n,green,52756.0,True,True,2024-08-08T14:03:15.635502640Z,0
338624,10.42.2.155,10.42.2.63,False,color-app-green-19-7767844584-j2ghq,green,80.0,ddos-simulator-green-28718762-gtkqm,green,52102.0,True,False,2024-08-08T14:02:27.056972125Z,0
4282293,10.42.4.238,10.42.0.143,True,ddos-simulator-yellow-28718795-lzbvb,yellow,34748.0,color-app-yellow-10-5c5cf86df4-jhxvt,yellow,80.0,False,False,2024-08-08T14:35:32.202531317Z,1
3793986,10.42.4.63,10.42.0.148,False,color-app-red-2-6fb9d7579-s6ncd,red,80.0,ddos-simulator-red-28718795-v6gk8,red,41884.0,True,False,2024-08-08T14:35:08.651867433Z,0
3014358,10.42.1.191,10.42.2.189,False,color-app-magenta-5-5db49d9c6c-pld49,magenta,,coredns-6799fbcd5-8cvtr,kube-system,,False,False,2024-08-08T14:10:37.412619792Z,0
3954962,10.42.0.148,10.42.4.63,True,ddos-simulator-red-28718795-v6gk8,red,60606.0,color-app-red-2-6fb9d7579-s6ncd,red,80.0,False,False,2024-08-08T14:35:12.700424354Z,1
1856123,10.42.4.175,10.42.0.225,True,ddos-simulator-blue-28718762-zlgx7,blue,46556.0,color-app-blue-7-68c8f7596-bc7l2,blue,80.0,False,False,2024-08-08T14:02:21.642841888Z,1
3623984,10.42.2.115,10.42.1.78,True,port-scanner-28718780-tlqcx,orange,64724.0,otelcol-daemonset-cwmt2,kube-system,22047.0,False,False,2024-08-08T14:23:01.978716327Z,2
1660646,10.42.3.251,10.42.1.61,True,ddos-simulator-yellow-28718762-8lwmw,yellow,37928.0,color-app-yellow-6-97b9c49cc-7ct2r,yellow,80.0,False,False,2024-08-08T14:02:22.264408452Z,1
4380641,10.42.2.115,10.42.1.98,True,port-scanner-28718780-tlqcx,orange,55567.0,,,28845.0,False,False,2024-08-08T14:23:45.488172150Z,2
811881,10.42.4.175,10.42.0.225,True,ddos-simulator-blue-28718762-zlgx7,blue,51510.0,color-app-blue-7-68c8f7596-bc7l2,blue,80.0,False,False,2024-08-08T14:02:13.108636075Z,1
1798181,10.42.2.161,10.42.3.100,True,ddos-simulator-blue-28718772-bf46g,blue,54286.0,color-app-blue-9-d967cd767-qh94w,blue,80.0,False,False,2024-08-08T14:12:05.824341515Z,1
4106717,10.42.2.189,10.42.3.138,False,coredns-6799fbcd5-8cvtr,kube-system,,color-app-green-15-6795d978d-mln6c,green,,False,False,2024-08-08T14:34:13.710602434Z,0
2223738,10.42.4.152,10.42.4.150,True,ddos-simulator-yellow-28718772-ntwbv,yellow,47098.0,color-app-yellow-8-77cb5686d4-shvsd,yellow,80.0,False,False,2024-08-08T14:12:10.400865073Z,1
3625038,10.42.2.115,10.42.1.78,True,port-scanner-28718780-tlqcx,orange,60011.0,otelcol-daemonset-cwmt2,kube-system,22358.0,False,False,2024-08-08T14:22:58.484050819Z,2
4266830,10.42.3.33,10.42.2.189,False,otelcol-daemonset-59wv7,kube-system,,coredns-6799fbcd5-8cvtr,kube-system,,False,False,2024-08-08T14:38:19.198710622Z,0
3665772,10.42.3.240,10.42.2.189,False,color-app-brown-12-744877bd45-8wl7p,brown,,coredns-6799fbcd5-8cvtr,kube-system,,False,False,2024-08-08T14:25:18.783741443Z,0
4869520,10.42.2.189,10.42.4.201,False,coredns-6799fbcd5-8cvtr,kube-system,,color-app-gray-12-56d586bc57-pr6q6,gray,,False,False,2024-08-08T14:26:27.798425281Z,0
4348790,10.42.2.218,10.42.3.23,True,ddos-simulator-pink-28718795-7jnl4,pink,49422.0,,,80.0,False,False,2024-08-08T14:35:22.651135518Z,1
3173325,10.42.3.100,10.42.2.161,False,color-app-blue-9-d967cd767-qh94w,blue,80.0,ddos-simulator-blue-28718772-bf46g,blue,42756.0,True,False,2024-08-08T14:12:19.279242658Z,0
4719255,10.42.2.78,10.42.3.122,False,color-app-gray-16-84794478df-psbfl,gray,56326.0,color-app-gray-7-c6c87f968-ctzsd,gray,3000.0,False,False,2024-08-08T14:42:22.695023471Z,0
1616826,10.42.0.81,10.42.2.70,False,color-app-pink-9-755895f6cf-gx56k,pink,48354.0,color-app-pink-8-664747c6b8-wzxx5,pink,3000.0,False,False,2024-08-08T14:08:29.745564223Z,0
4225206,10.42.4.63,10.42.0.148,False,color-app-red-2-6fb9d7579-s6ncd,red,80.0,ddos-simulator-red-28718795-v6gk8,red,46482.0,True,False,2024-08-08T14:35:27.473536881Z,0
1172854,10.42.2.5,10.42.3.224,False,color-app-cyan-14-85d46b75db-zjzfl,cyan,50182.0,color-app-cyan-12-596789-wv99l,cyan,3000.0,True,False,2024-08-08T14:10:27.579529665Z,0
2190074,10.42.4.175,10.42.0.225,True,ddos-simulator-blue-28718762-zlgx7,blue,57332.0,color-app-blue-7-68c8f7596-bc7l2,blue,80.0,False,False,2024-08-08T14:02:27.251223936Z,1
1326390,10.42.4.72,10.42.2.189,False,color-app-violet-9-746858b95f-xfcbh,violet,,coredns-6799fbcd5-8cvtr,kube-system,,False,False,2024-08-08T14:05:41.235649494Z,0
102094,10.42.2.189,10.42.4.43,False,coredns-6799fbcd5-8cvtr,kube-system,,color-app-magenta-3-d6f876966-dqv2s,magenta,,False,False,2024-08-08T14:01:38.655287113Z,0
441699,10.42.3.251,10.42.1.61,True,ddos-simulator-yellow-28718762-8lwmw,yellow,40188.0,color-app-yellow-6-97b9c49cc-7ct2r,yellow,80.0,False,False,2024-08-08T14:02:08.627747908Z,1
2672365,10.42.1.93,10.42.2.189,False,color-app-white-18-65b4d8468-mcpqt,white,,coredns-6799fbcd5-8cvtr,kube-system,,False,False,2024-08-08T14:16:54.136724293Z,0
4370755,10.42.2.115,10.42.1.98,True,port-scanner-28718780-tlqcx,orange,55567.0,,,62141.0,False,False,2024-08-08T14:23:48.473557261Z,2
4264111,10.42.2.115,10.42.1.93,True,port-scanner-28718780-tlqcx,orange,50829.0,color-app-white-18-65b4d8468-mcpqt,white,49438.0,False,False,2024-08-08T14:23:36.519625416Z,2
2803068,10.42.4.175,10.42.0.225,True,ddos-simulator-blue-28718762-zlgx7,blue,37268.0,color-app-blue-7-68c8f7596-bc7l2,blue,80.0,False,False,2024-08-08T14:02:32.051840626Z,1
779284,10.42.1.215,10.42.2.189,False,color-app-blue-3-66c9765fdd-jvgwt,blue,,coredns-6799fbcd5-8cvtr,kube-system,,False,False,2024-08-08T14:04:13.362582581Z,0
4383919,10.42.2.115,10.42.1.93,True,port-scanner-28718780-tlqcx,orange,36426.0,color-app-white-18-65b4d8468-mcpqt,white,19055.0,False,False,2024-08-08T14:23:33.152047065Z,2
2434723,10.42.4.150,10.42.4.152,False,color-app-yellow-8-77cb5686d4-shvsd,yellow,80.0,ddos-simulator-yellow-28718772-ntwbv,yellow,47236.0,True,False,2024-08-08T14:12:10.401789454Z,0
477012,10.42.4.175,10.42.0.225,True,ddos-simulator-blue-28718762-zlgx7,blue,57214.0,color-app-blue-7-68c8f7596-bc7l2,blue,80.0,False,False,2024-08-08T14:02:10.232889959Z,1
3709599,10.42.2.115,10.42.1.77,True,port-scanner-28718780-tlqcx,orange,34217.0,color-app-green-9-554764bc47-dnz2n,green,9743.0,False,False,2024-08-08T14:22:57.952802313Z,2
3632329,10.42.2.115,10.42.1.78,True,port-scanner-28718780-tlqcx,orange,64724.0,otelcol-daemonset-cwmt2,kube-system,28830.0,False,False,2024-08-08T14:22:59.633548541Z,2
3956745,10.42.2.115,10.42.1.93,True,port-scanner-28718780-tlqcx,orange,36426.0,color-app-white-18-65b4d8468-mcpqt,white,28863.0,False,False,2024-08-08T14:23:33.129248857Z,2
3122805,10.42.1.61,10.42.4.32,False,color-app-yellow-6-97b9c49cc-7ct2r,yellow,32886.0,color-app-yellow-3-b6fcbf99b-hcpxp,yellow,3000.0,True,False,2024-08-08T14:10:02.136175085Z,0
3742990,10.42.2.115,10.42.1.92,True,port-scanner-28718780-tlqcx,orange,37813.0,color-app-indigo-5-5874b58fdc-qv2g4,indigo,17168.0,False,False,2024-08-08T14:23:29.367229945Z,2
1998265,10.42.1.61,10.42.3.251,False,color-app-yellow-6-97b9c49cc-7ct2r,yellow,80.0,ddos-simulator-yellow-28718762-8lwmw,yellow,45324.0,True,False,2024-08-08T14:02:30.631233171Z,0
1357307,10.42.4.175,10.42.0.225,True,ddos-simulator-blue-28718762-zlgx7,blue,37794.0,color-app-blue-7-68c8f7596-bc7l2,blue,80.0,False,False,2024-08-08T14:02:17.249342758Z,1
4517331,10.42.2.43,10.42.3.160,False,color-app-orange-1-68f66dcb67-82ht9,orange,80.0,color-app-orange-2-5d4fbc974f-8mrqw,orange,41772.0,True,True,2024-08-08T14:36:02.532617052Z,0
2998260,10.42.2.189,10.42.0.40,False,coredns-6799fbcd5-8cvtr,kube-system,,color-app-green-17-9f7c4c49c-qm5rl,green,,False,False,2024-08-08T14:20:03.919245479Z,0
3548205,10.42.2.115,10.42.1.78,True,port-scanner-28718780-tlqcx,orange,64724.0,otelcol-daemonset-cwmt2,kube-system,4796.0,False,False,2024-08-08T14:23:01.150964951Z,2
