index,ip_source,ip_destination,is_anomaly,source_pod_label,source_namespace_label,source_port_label,destination_pod_label,destination_namespace_label,destination_port_label,ack_flag,psh_flag,timestamp,anomaly_class
3184920,10.42.1.112,10.42.2.241,False,color-app-red-3-7c994d6b66-mlr9q,red,80.0,ddos-simulator-red-28718772-vmgd5,red,58948.0,True,False,2024-08-08T14:12:03.596181851Z,0
3166560,10.42.1.112,10.42.2.241,False,color-app-red-3-7c994d6b66-mlr9q,red,80.0,ddos-simulator-red-28718772-vmgd5,red,59262.0,True,False,2024-08-08T14:12:02.896252946Z,0
4412218,10.42.2.115,10.42.1.98,True,port-scanner-28718780-tlqcx,orange,55567.0,,,48701.0,False,False,2024-08-08T14:23:49.299700575Z,2
3613245,10.42.2.115,10.42.1.78,True,port-scanner-28718780-tlqcx,orange,64724.0,otelcol-daemonset-cwmt2,kube-system,39553.0,False,False,2024-08-08T14:23:01.450006865Z,2
1633788,10.42.3.251,10.42.1.61,True,ddos-simulator-yellow-28718762-8lwmw,yellow,56614.0,color-app-yellow-6-97b9c49cc-7ct2r,yellow,80.0,False,False,2024-08-08T14:02:25.124492281Z,1
858038,10.42.1.61,10.42.3.251,False,color-app-yellow-6-97b9c49cc-7ct2r,yellow,80.0,ddos-simulator-yellow-28718762-8lwmw,yellow,33676.0,True,False,2024-08-08T14:02:14.222173205Z,0
1945038,10.42.3.100,10.42.2.161,False,color-app-blue-9-d967cd767-qh94w,blue,80.0,ddos-simulator-blue-28718772-bf46g,blue,33018.0,True,False,2024-08-08T14:12:09.335895760Z,0
3455772,10.42.2.115,10.42.1.77,True,port-scanner-28718780-tlqcx,orange,34217.0,color-app-green-9-554764bc47-dnz2n,green,60334.0,False,False,2024-08-08T14:22:57.677910813Z,2
3236340,10.42.2.62,10.42.3.56,False,color-app-violet-3-57985bb8fb-hwfhx,violet,3000.0,color-app-violet-5-6756bdbb7f-c4dmz,violet,55810.0,True,True,2024-08-08T14:19:37.417921564Z,0
2264992,10.42.2.64,10.42.2.143,True,ddos-simulator-pink-28718772-pr8vh,pink,43390.0,color-app-pink-3-868f445448-4ddll,pink,80.0,False,False,2024-08-08T14:12:05.934689926Z,1
1394464,10.42.3.251,10.42.1.61,True,ddos-simulator-yellow-28718762-8lwmw,yellow,48546.0,color-app-yellow-6-97b9c49cc-7ct2r,yellow,80.0,False,False,2024-08-08T14:02:18.534559242Z,1
16799,10.42.3.36,10.42.2.189,False,color-app-cyan-8-55744b77d6-vjl2v,cyan,,coredns-6799fbcd5-8cvtr,kube-system,,False,False,2024-08-08T13:57:39.955969542Z,0
3672300,10.42.0.101,10.42.0.191,True,ddos-simulator-green-28718772-h9hwz,green,53550.0,color-app-green-8-599dbb69d8-9mz6z,green,80.0,False,False,2024-08-08T14:12:29.448425627Z,1
974470,10.42.2.114,10.42.2.171,False,,,59216.0,hubble-ui-647f4487ff-kwkx9,kube-system,8081.0,False,False,2024-08-08T14:06:22.839795045Z,0
3635303,10.42.2.115,10.42.1.77,True,port-scanner-28718780-tlqcx,orange,34217.0,color-app-green-9-554764bc47-dnz2n,green,28963.0,False,False,2024-08-08T14:22:58.220406555Z,2
103995,10.42.4.230,10.42.1.198,False,color-app-white-2-594946b6f5-s9nzm,white,80.0,color-app-white-8-75d5d7d5d8-dkvb6,white,50576.0,True,False,2024-08-08T14:01:35.355538643Z,0
3810291,10.42.1.92,10.42.2.115,False,color-app-indigo-5-5874b58fdc-qv2g4,indigo,55617.0,port-scanner-28718780-tlqcx,orange,46405.0,True,False,2024-08-08T14:23:29.657414992Z,0
1992598,10.42.2.143,10.42.2.64,False,color-app-pink-3-868f445448-4ddll,pink,80.0,ddos-simulator-pink-28718772-pr8vh,pink,50450.0,True,False,2024-08-08T14:12:10.384901801Z,0
1108762,10.42.1.61,10.42.3.251,False,color-app-yellow-6-97b9c49cc-7ct2r,yellow,80.0,ddos-simulator-yellow-28718762-8lwmw,yellow,48108.0,True,False,2024-08-08T14:02:17.509038661Z,0
1276337,10.42.3.190,10.42.3.197,False,,,41752.0,hubble-relay-658dfc95c4-gpgj9,kube-system,4222.0,True,False,2024-08-08T14:07:22.886781978Z,0
4228131,10.42.2.200,10.42.3.138,False,color-app-green-16-6c88f9bb7c-47gzg,green,54408.0,color-app-green-15-6795d978d-mln6c,green,3000.0,True,True,2024-08-08T14:34:22.531767003Z,0
3169440,10.42.4.150,10.42.4.152,False,color-app-yellow-8-77cb5686d4-shvsd,yellow,80.0,ddos-simulator-yellow-28718772-ntwbv,yellow,37808.0,True,False,2024-08-08T14:12:19.782986153Z,0
1276434,10.42.2.189,10.42.3.223,False,coredns-6799fbcd5-8cvtr,kube-system,,color-app-green-10-69f7dcc6b4-w2c6l,green,,False,False,2024-08-08T14:07:23.876372203Z,0
3177698,10.42.0.16,10.42.1.92,False,color-app-indigo-6-5d7c9c5b5-lkrn4,indigo,49916.0,color-app-indigo-5-5874b58fdc-qv2g4,indigo,3000.0,False,False,2024-08-08T14:07:47.707016800Z,0
4969589,10.42.2.189,10.42.0.224,False,coredns-6799fbcd5-8cvtr,kube-system,,color-app-magenta-6-6558dc7db7-rkfg6,magenta,,False,False,2024-08-08T14:25:31.091692089Z,0
2417720,10.42.4.152,10.42.4.150,True,ddos-simulator-yellow-28718772-ntwbv,yellow,40524.0,color-app-yellow-8-77cb5686d4-shvsd,yellow,80.0,False,False,2024-08-08T14:12:13.514470764Z,1
4841288,10.42.2.24,10.42.3.33,False,otel-backend-f5f46cbb5-xtjgm,otel-backend,8000.0,otelcol-daemonset-59wv7,kube-system,43392.0,True,False,2024-08-08T14:45:02.098075527Z,0
4969943,10.42.0.231,10.42.0.90,False,cert-manager-webhook-6d7f5ffb54-k4xtx,cert-manager,6080.0,,,51816.0,True,True,2024-08-08T14:25:37.021353852Z,0
2200806,10.42.2.64,10.42.2.143,True,ddos-simulator-pink-28718772-pr8vh,pink,44996.0,color-app-pink-3-868f445448-4ddll,pink,80.0,False,False,2024-08-08T14:12:32.835302399Z,1
2089231,10.42.4.152,10.42.4.150,True,ddos-simulator-yellow-28718772-ntwbv,yellow,50530.0,color-app-yellow-8-77cb5686d4-shvsd,yellow,80.0,False,False,2024-08-08T14:12:10.097276346Z,1
4559431,10.42.0.184,10.42.1.243,False,color-app-orange-5-7969b94867-9jz7g,orange,57042.0,color-app-orange-4-7fc597565b-6tdpj,orange,3000.0,True,False,2024-08-08T14:19:17.184220501Z,0
1370622,10.42.2.161,10.42.3.100,True,ddos-simulator-blue-28718772-bf46g,blue,53140.0,color-app-blue-9-d967cd767-qh94w,blue,80.0,False,False,2024-08-08T14:12:02.518441806Z,1
2746326,10.42.3.132,10.42.0.143,False,color-app-yellow-7-d59559bc6-2g28w,yellow,80.0,color-app-yellow-10-5c5cf86df4-jhxvt,yellow,50546.0,True,True,2024-08-08T14:02:55.790237738Z,0
461150,10.42.2.114,10.42.2.216,False,,,43114.0,metrics-server-54fd9b65b-mwhgf,kube-system,10250.0,True,True,2024-08-08T14:02:44.626770239Z,0
4068637,10.42.2.241,10.42.1.112,True,ddos-simulator-red-28718772-vmgd5,red,59752.0,color-app-red-3-7c994d6b66-mlr9q,red,80.0,False,False,2024-08-08T14:12:30.763788746Z,1
1840512,10.42.0.225,10.42.4.175,False,color-app-blue-7-68c8f7596-bc7l2,blue,80.0,ddos-simulator-blue-28718762-zlgx7,blue,53386.0,True,False,2024-08-08T14:02:22.010693742Z,0
4267261,10.42.3.33,10.42.2.189,False,otelcol-daemonset-59wv7,kube-system,,coredns-6799fbcd5-8cvtr,kube-system,,False,False,2024-08-08T14:38:25.272651069Z,0
461484,10.42.2.59,10.42.1.92,False,color-app-indigo-3-5556bcc4f6-56zh7,indigo,3000.0,color-app-indigo-5-5874b58fdc-qv2g4,indigo,46102.0,True,True,2024-08-08T14:02:46.338263886Z,0
2929865,10.42.0.253,10.42.2.121,False,color-app-brown-3-665c7bbf76-qx2tl,brown,55052.0,color-app-brown-1-56b7488c7-69nwz,brown,3000.0,False,False,2024-08-08T14:06:36.673878003Z,0
2396833,10.42.3.251,10.42.1.61,True,ddos-simulator-yellow-28718762-8lwmw,yellow,39416.0,color-app-yellow-6-97b9c49cc-7ct2r,yellow,80.0,False,False,2024-08-08T14:02:29.284587904Z,1
2781897,10.42.4.175,10.42.0.225,True,ddos-simulator-blue-28718762-zlgx7,blue,37186.0,color-app-blue-7-68c8f7596-bc7l2,blue,80.0,False,False,2024-08-08T14:02:31.367700136Z,1
1911413,10.42.4.175,10.42.0.225,True,ddos-simulator-blue-28718762-zlgx7,blue,58886.0,color-app-blue-7-68c8f7596-bc7l2,blue,80.0,False,False,2024-08-08T14:02:24.089544418Z,1
4109602,10.42.2.115,10.42.1.93,True,port-scanner-28718780-tlqcx,orange,50829.0,color-app-white-18-65b4d8468-mcpqt,white,48640.0,False,False,2024-08-08T14:23:34.821072961Z,2
3741047,10.42.2.115,10.42.1.78,True,port-scanner-28718780-tlqcx,orange,64724.0,otelcol-daemonset-cwmt2,kube-system,7903.0,False,False,2024-08-08T14:22:59.637929633Z,2
2787532,10.42.4.49,10.42.2.120,False,color-app-orange-3-8546bc9476-2ggzx,orange,80.0,color-app-orange-7-c79986cfb-7qs2l,orange,59890.0,True,True,2024-08-08T14:18:38.797123620Z,0
1227439,10.42.2.189,10.42.3.132,False,coredns-6799fbcd5-8cvtr,kube-system,,color-app-yellow-7-d59559bc6-2g28w,yellow,,False,False,2024-08-08T14:08:34.359315147Z,0
2675465,10.42.0.225,10.42.4.175,False,color-app-blue-7-68c8f7596-bc7l2,blue,80.0,ddos-simulator-blue-28718762-zlgx7,blue,41446.0,True,False,2024-08-08T14:02:32.376108659Z,0
142894,10.42.2.67,10.42.3.201,True,ddos-simulator-red-28718762-4t8xb,red,48748.0,color-app-red-4-84d789dcb4-kxzwd,red,80.0,False,False,2024-08-08T14:02:06.000190241Z,1
4381146,10.42.2.189,10.42.1.117,False,coredns-6799fbcd5-8cvtr,kube-system,,color-app-white-11-56565b79b4-6jfhp,white,,False,False,2024-08-08T14:12:55.148687850Z,0
1115724,10.42.3.251,10.42.1.61,True,ddos-simulator-yellow-28718762-8lwmw,yellow,47414.0,color-app-yellow-6-97b9c49cc-7ct2r,yellow,80.0,False,False,2024-08-08T14:02:18.524073368Z,1
1722862,10.42.4.175,10.42.0.225,True,ddos-simulator-blue-28718762-zlgx7,blue,50842.0,color-app-blue-7-68c8f7596-bc7l2,blue,80.0,False,False,2024-08-08T14:02:19.925712910Z,1
